keydevid,companyid,companyname,headline,keydeveventtypeid,eventtype,keydevtoobjectroletypeid,objectroletype,announcedate,announcetime,announcedatetimezone,announceddateutc,enterdate,entertime,entereddateutc,lastmodifieddate,lastmodifieddateutc,mostimportantdateutc,speffectivedate,sptodate,gvkey,sourcetypename,ticker,conm
1897947126.0,27444752.0,"Tesla, Inc.","General Motors EV Drivers will have Access to Even More Public Chargers with Addition of over 17,800 Tesla Superchargers",23,Client Announcements,1,Target,2024-09-18,12:00:00,Coordinated Universal Time,2024-09-18 12:00:00,2024-09-18,17:23:00,2024-09-18 21:23:00,2024-09-18 17:25:00,2024-09-18 21:25:00,2024-09-18 12:00:00,2024-09-18 21:30:19,,184996,PR Newswire,TSLA,TESLA INC
1897938716.0,21127.0,Intel Corporation,"Intel Corporation Presents at TMT M&A Forum USA 2024, Sep-25-2024 12:20 PM",51,Company Conference Presentations,1,Target,2024-09-18,14:39:00,                              .,2024-09-18 14:39:00,2024-09-18,11:00:00,2024-09-18 15:00:00,2024-09-19 15:03:00,2024-09-19 19:03:00,2024-09-25 16:20:00,2024-09-25 00:00:00,,006008,MULTIPLE,INTC,INTEL CORP
1917997633.0,21127.0,Intel Corporation,"Intel Corporation Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-23 22:05:00,2025-01-24 03:05:00,2024-09-18 00:00:00,2025-01-24 03:15:11,2025-01-24 06:15:08,006008,Company Website,INTC,INTEL CORP
1917997637.0,33493.0,QUALCOMM Incorporated,"QUALCOMM Incorporated Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-23 22:05:00,2025-01-24 03:05:00,2024-09-18 00:00:00,2025-01-24 03:15:11,,024800,Company Website,QCOM,QUALCOMM INC
1897945663.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. - Special Call",194,Special Calls,1,Target,2024-09-18,14:07:00,                              .,2024-09-18 14:07:00,2024-09-18,15:39:00,2024-09-18 19:39:00,2024-09-18 15:41:00,2024-09-18 19:41:00,2024-10-17 05:30:00,2024-10-17 00:00:00,,157855,Company Website,CRM,SALESFORCE INC
1897945145.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. Presents at Innovate 2024, Sep-24-2024 10:30 AM",51,Company Conference Presentations,1,Target,2024-09-18,16:31:00,                              .,2024-09-18 16:31:00,2024-09-18,14:00:00,2024-09-18 18:00:00,2024-09-18 14:03:00,2024-09-18 18:03:00,2024-09-24 15:30:00,2024-09-24 00:00:00,,157855,Company Website,CRM,SALESFORCE INC
1897941883.0,122917.0,"Salesforce, Inc.",Vonage Expands Salesforce Service Cloud Voice Offering with Bring Your Own Channel for CCaaS Solution,23,Client Announcements,1,Target,2024-09-18,16:44:00,Coordinated Universal Time,2024-09-18 16:44:00,2024-09-18,14:51:00,2024-09-18 18:51:00,2024-09-18 14:53:00,2024-09-18 18:53:00,2024-09-18 16:44:00,2024-09-18 19:00:20,,157855,PR Newswire,CRM,SALESFORCE INC
1917997633.0,21127.0,Intel Corporation,"Intel Corporation Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-24 01:07:00,2025-01-24 06:07:00,2024-09-18 00:00:00,2025-01-24 06:15:09,,006008,Company Website,INTC,INTEL CORP
1897946676.0,18749.0,"Amazon.com, Inc.",Buy with Prime and Amazon Multi-Channel Fulfillment Expand with New Capabilities and More Brands,41,Product-Related Announcements,1,Target,2024-09-18,14:34:00,Coordinated Universal Time,2024-09-18 14:34:00,2024-09-18,15:51:00,2024-09-18 19:51:00,2024-09-18 15:53:00,2024-09-18 19:53:00,2024-09-18 14:34:00,2024-09-18 20:00:19,,064768,Business Wire,AMZN,AMAZON.COM INC
1917997647.0,20765463.0,"Meta Platforms, Inc.","Meta Platforms, Inc. Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-24 01:07:00,2025-01-24 06:07:00,2024-09-18 00:00:00,2025-01-24 06:15:09,,170617,Company Website,META,META PLATFORMS INC
1917997647.0,20765463.0,"Meta Platforms, Inc.","Meta Platforms, Inc. Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-23 22:05:00,2025-01-24 03:05:00,2024-09-18 00:00:00,2025-01-24 03:15:11,2025-01-24 06:15:08,170617,Company Website,META,META PLATFORMS INC
1897932858.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at CALM SUMMIT 24, Oct-30-2024",51,Company Conference Presentations,1,Target,2024-09-18,10:03:00,Coordinated Universal Time,2024-09-18 10:03:00,2024-09-18,07:00:00,2024-09-18 11:00:00,2024-09-18 07:04:00,2024-09-18 11:04:00,2024-10-30 00:00:00,2024-10-30 00:00:00,,012141,Business Wire,MSFT,MICROSOFT CORP
1917997634.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-23 22:05:00,2025-01-24 03:05:00,2024-09-18 00:00:00,2025-01-24 03:15:11,2025-01-24 06:15:08,012141,Company Website,MSFT,MICROSOFT CORP
1917997634.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-24 01:07:00,2025-01-24 06:07:00,2024-09-18 00:00:00,2025-01-24 06:15:09,,012141,Company Website,MSFT,MICROSOFT CORP
1897932519.0,21835.0,Microsoft Corporation,"Rasa Technologies Inc, CALM SUMMIT 24, Oct 30, 2024",149,Conferences,8,Participant,2024-09-18,10:03:00,Coordinated Universal Time,2024-09-18 10:03:00,2024-09-18,06:49:00,2024-09-18 10:49:00,2024-09-18 06:51:00,2024-09-18 10:51:00,2024-10-30 04:00:00,2024-10-30 00:00:00,,012141,Business Wire,MSFT,MICROSOFT CORP
1897945166.0,275004592.0,Snowflake Inc.,"Snowflake Inc. Presents at Innovate 2024, Sep-24-2024 through Sep-25-2024",51,Company Conference Presentations,1,Target,2024-09-18,16:31:00,                              .,2024-09-18 16:31:00,2024-09-18,14:00:00,2024-09-18 18:00:00,2024-09-18 14:03:00,2024-09-18 18:03:00,2024-09-24 15:30:00,2024-09-24 00:00:00,,339965,Company Website,SNOW,SNOWFLAKE INC
1897947427.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation Presents at Money20/20 USA 2024, Oct-27-2024",51,Company Conference Presentations,1,Target,2024-09-18,18:50:00,Coordinated Universal Time,2024-09-18 18:50:00,2024-09-18,17:01:00,2024-09-18 21:01:00,2024-09-27 04:02:00,2024-09-27 08:02:00,2024-10-27 00:00:00,2024-10-27 00:00:00,2025-01-16 07:15:10,117768,MULTIPLE,NVDA,NVIDIA CORP
1897947427.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation Presents at Money20/20 USA 2024, Oct-27-2024",51,Company Conference Presentations,1,Target,2024-09-18,18:50:00,Coordinated Universal Time,2024-09-18 18:50:00,2024-09-18,17:01:00,2024-09-18 21:01:00,2025-01-16 02:03:00,2025-01-16 07:03:00,2024-10-27 00:00:00,2025-01-16 07:15:11,,117768,MULTIPLE,NVDA,NVIDIA CORP
1917997636.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-23 22:05:00,2025-01-24 03:05:00,2024-09-18 00:00:00,2025-01-24 03:15:11,2025-01-24 06:15:08,117768,Company Website,NVDA,NVIDIA CORP
1917997636.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-24 01:07:00,2025-01-24 06:07:00,2024-09-18 00:00:00,2025-01-24 06:15:09,,117768,Company Website,NVDA,NVIDIA CORP
1917997639.0,168864.0,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc. Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-23 22:05:00,2025-01-24 03:05:00,2024-09-18 00:00:00,2025-01-24 03:15:11,2025-01-24 06:15:08,001161,Company Website,AMD,ADVANCED MICRO DEVICES
1897857688.0,32307.0,NVIDIA Corporation,Sakana AI K.K. announced that it has received ¥30 billion in funding from a group of investors,83,Private Placements,3,Buyer,2024-09-17,00:00:00,                              .,2024-09-17 00:00:00,2024-09-17,06:04:00,2024-09-17 10:04:00,2024-09-17 06:10:00,2024-09-17 10:10:00,2024-09-17 00:00:00,2024-09-17 10:15:13,2024-09-17 10:30:13,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1897945045.0,32307.0,NVIDIA Corporation,NVIDIA Reportedly Advanced Talks to Buy OctoML for $165 Million,65,M&A Rumors and Discussions,1,Target,2024-09-17,19:04:00,Coordinated Universal Time,2024-09-17 19:04:00,2024-09-19,05:55:00,2024-09-19 09:55:00,2024-09-19 05:57:00,2024-09-19 09:57:00,2024-09-17 19:04:00,2024-09-19 10:00:20,,117768,Other,NVDA,NVIDIA CORP
1897875683.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation, NVIDIA AI Summit, Oct 07, 2024 through Oct 09, 2024",149,Conferences,1,Target,2024-09-17,17:39:00,Coordinated Universal Time,2024-09-17 17:39:00,2024-09-17,13:49:00,2024-09-17 17:49:00,2024-09-17 13:51:00,2024-09-17 17:51:00,2024-10-07 04:00:00,2024-10-07 00:00:00,,117768,MULTIPLE,NVDA,NVIDIA CORP
1897867689.0,32307.0,NVIDIA Corporation,"Global Semiconductor Alliance, GSA U.S.  Executive Forum, Sep 26, 2024",149,Conferences,8,Participant,2024-09-17,12:00:00,Coordinated Universal Time,2024-09-17 12:00:00,2024-09-17,10:15:00,2024-09-17 14:15:00,2024-09-17 10:17:00,2024-09-17 14:17:00,2024-09-26 07:00:00,2024-09-26 00:00:00,,117768,Business Wire,NVDA,NVIDIA CORP
1929302136.0,32012.0,"Netflix, Inc.","Netflix, Inc. Presents at ProcureCon Europe 2024, Sep-17-2024",51,Company Conference Presentations,1,Target,2024-09-17,00:00:00,Coordinated Universal Time,2024-09-17 00:00:00,2025-01-31,10:00:00,2025-01-31 15:00:00,2025-01-31 10:04:00,2025-01-31 15:04:00,2024-09-17 00:00:00,2025-01-31 15:15:13,,147579,Company Website,NFLX,NETFLIX INC
1915290631.0,32012.0,"Netflix, Inc.","Worldwide Business Research Usa, LLC, ProcureCon Europe 2024, Sep 17, 2024 through Sep 19, 2024",149,Conferences,8,Participant,2024-09-17,00:00:00,                              .,2024-09-17 00:00:00,2025-01-07,06:13:00,2025-01-07 11:13:00,2025-01-31 09:39:00,2025-01-31 14:39:00,2024-09-17 04:00:00,2025-01-31 14:45:09,,147579,Company Website,NFLX,NETFLIX INC
1897858467.0,32012.0,"Netflix, Inc.",Netflix and Kingsmen Xperience Partner to Bring Squid Game: the Experience to Seoul,22,Strategic Alliances,1,Target,2024-09-17,09:20:00,Coordinated Universal Time,2024-09-17 09:20:00,2024-09-17,06:31:00,2024-09-17 10:31:00,2024-09-17 06:33:00,2024-09-17 10:33:00,2024-09-17 09:20:00,2024-09-17 10:45:12,,147579,Singapore Exchange,NFLX,NETFLIX INC
1897870093.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation Presents at GSA U.S. Executive Forum, Sep-26-2024",51,Company Conference Presentations,1,Target,2024-09-17,12:00:00,Coordinated Universal Time,2024-09-17 12:00:00,2024-09-17,11:01:00,2024-09-17 15:01:00,2024-09-17 11:03:00,2024-09-17 15:03:00,2024-09-26 00:00:00,2024-09-26 00:00:00,,117768,Business Wire,NVDA,NVIDIA CORP
1897861075.0,43580005.0,Palantir Technologies Inc.,Nebraska Medicine and Palantir Technologies Inc. Announce Pioneering Partnership to Use AI Technology to Advance Healthcare,23,Client Announcements,1,Target,2024-09-17,10:59:00,Coordinated Universal Time,2024-09-17 10:59:00,2024-09-17,07:27:00,2024-09-17 11:27:00,2024-09-17 07:29:00,2024-09-17 11:29:00,2024-09-17 10:59:00,2024-09-17 11:30:14,,036910,Business Wire,PLTR,PALANTIR TECHNOLOG INC
1897834161.0,20765463.0,"Meta Platforms, Inc.","EssilorLuxottica and Meta Announce Long Term Partnership, Shaping the Future of the Smart Eyewear Category",22,Strategic Alliances,1,Target,2024-09-17,05:34:00,Coordinated Universal Time,2024-09-17 05:34:00,2024-09-17,01:57:00,2024-09-17 05:57:00,2024-09-17 01:59:00,2024-09-17 05:59:00,2024-09-17 05:34:00,2024-09-17 06:00:18,,170617,GlobeNewswire,META,META PLATFORMS INC
1897880310.0,32307.0,NVIDIA Corporation,Salesforce and NVIDIA Forge Strategic Collaboration to Advance AI Agent Innovation,23,Client Announcements,1,Target,2024-09-17,20:30:00,Coordinated Universal Time,2024-09-17 20:30:00,2024-09-17,20:05:00,2024-09-18 00:05:00,2024-09-17 20:07:00,2024-09-18 00:07:00,2024-09-17 20:30:00,2024-09-18 00:15:09,,117768,Business Wire,NVDA,NVIDIA CORP
1897857688.0,32307.0,NVIDIA Corporation,Sakana AI K.K. announced that it has received ¥30 billion in funding from a group of investors,83,Private Placements,3,Buyer,2024-09-17,00:00:00,                              .,2024-09-17 00:00:00,2024-09-17,06:04:00,2024-09-17 10:04:00,2024-09-24 08:39:00,2024-09-24 12:39:00,2024-09-17 00:00:00,2024-09-24 13:00:18,,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1897862371.0,32307.0,NVIDIA Corporation,"SES AI Collaborates with Nvidia, Crusoe and Supermicro on AI for Science Initiative to Accelerate Material",22,Strategic Alliances,1,Target,2024-09-17,11:00:00,Coordinated Universal Time,2024-09-17 11:00:00,2024-09-17,07:57:00,2024-09-17 11:57:00,2024-09-17 07:59:00,2024-09-17 11:59:00,2024-09-17 11:00:00,2024-09-17 12:00:23,,117768,Business Wire,NVDA,NVIDIA CORP
1897880310.0,32307.0,NVIDIA Corporation,Salesforce and NVIDIA Forge Strategic Collaboration to Advance AI Agent Innovation,22,Strategic Alliances,1,Target,2024-09-17,20:30:00,Coordinated Universal Time,2024-09-17 20:30:00,2024-09-17,20:05:00,2024-09-18 00:05:00,2024-09-17 20:07:00,2024-09-18 00:07:00,2024-09-17 20:30:00,2024-09-18 00:15:09,,117768,Business Wire,NVDA,NVIDIA CORP
1897880310.0,122917.0,"Salesforce, Inc.",Salesforce and NVIDIA Forge Strategic Collaboration to Advance AI Agent Innovation,23,Client Announcements,1,Target,2024-09-17,20:30:00,Coordinated Universal Time,2024-09-17 20:30:00,2024-09-17,20:05:00,2024-09-18 00:05:00,2024-09-17 20:07:00,2024-09-18 00:07:00,2024-09-17 20:30:00,2024-09-18 00:15:09,,157855,Business Wire,CRM,SALESFORCE INC
1897923805.0,122917.0,"Salesforce, Inc.","Vertex, Inc. Launches Vertex for Salesforce Revenue Cloud",23,Client Announcements,1,Target,2024-09-17,12:00:00,Coordinated Universal Time,2024-09-17 12:00:00,2024-09-18,04:52:00,2024-09-18 08:52:00,2024-09-18 04:55:00,2024-09-18 08:55:00,2024-09-17 12:00:00,2024-09-18 09:00:22,,157855,GlobeNewswire,CRM,SALESFORCE INC
1897902310.0,122917.0,"Salesforce, Inc.",Salesforce Data Cloud Momentum Soars with Rising Adoption and New Innovation That Brings Trusted Data to Agentforce,41,Product-Related Announcements,1,Target,2024-09-17,12:00:00,Coordinated Universal Time,2024-09-17 12:00:00,2024-09-18,01:23:00,2024-09-18 05:23:00,2024-09-18 01:29:00,2024-09-18 05:29:00,2024-09-17 12:00:00,2024-09-18 05:30:15,,157855,Business Wire,CRM,SALESFORCE INC
1897880310.0,122917.0,"Salesforce, Inc.",Salesforce and NVIDIA Forge Strategic Collaboration to Advance AI Agent Innovation,22,Strategic Alliances,1,Target,2024-09-17,20:30:00,Coordinated Universal Time,2024-09-17 20:30:00,2024-09-17,20:05:00,2024-09-18 00:05:00,2024-09-17 20:07:00,2024-09-18 00:07:00,2024-09-17 20:30:00,2024-09-18 00:15:09,,157855,Business Wire,CRM,SALESFORCE INC
1898112749.0,21835.0,Microsoft Corporation,"BlackRock, Global Infrastructure Partners, Microsoft, and MGX Launch New AI Partnership to Invest in Data Centers and Supporting Power Infrastructure",31,Business Expansions,1,Target,2024-09-17,20:24:00,Coordinated Universal Time,2024-09-17 20:24:00,2024-09-20,10:17:00,2024-09-20 14:17:00,2024-09-20 10:19:00,2024-09-20 14:19:00,2024-09-17 20:24:00,2024-09-20 14:30:12,,012141,Business Wire,MSFT,MICROSOFT CORP
1897866413.0,21835.0,Microsoft Corporation,"Microsoft Corporation, Annual General Meeting, Dec 10, 2024",62,Annual General Meeting,1,Target,2024-09-17,14:06:00,Coordinated Universal Time,2024-09-17 14:06:00,2024-09-17,10:01:00,2024-09-17 14:01:00,2024-12-08 14:51:00,2024-12-08 19:51:00,2024-12-10 16:30:00,2024-12-10 00:00:00,,012141,MULTIPLE,MSFT,MICROSOFT CORP
1897873108.0,24937.0,Apple Inc.,"Blavity, Inc., AfroTech Conference 2024, Nov 13, 2024 through Nov 16, 2024",149,Conferences,11,Sponsor,2024-09-17,13:07:00,Coordinated Universal Time,2024-09-17 13:07:00,2024-09-17,12:55:00,2024-09-17 16:55:00,2024-09-17 12:57:00,2024-09-17 16:57:00,2024-11-13 06:00:00,2024-11-13 00:00:00,,001690,MULTIPLE,AAPL,APPLE INC
1897857688.0,32307.0,NVIDIA Corporation,Sakana AI K.K. announced that it has received ¥30 billion in funding from a group of investors,83,Private Placements,3,Buyer,2024-09-17,00:00:00,                              .,2024-09-17 00:00:00,2024-09-17,06:04:00,2024-09-17 10:04:00,2024-09-19 02:57:00,2024-09-19 06:57:00,2024-09-17 00:00:00,2024-09-19 07:00:22,2024-09-24 13:00:17,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1897863627.0,122917.0,"Salesforce, Inc.",Salesforce Expands Partnership with Saks Fifth Avenue,23,Client Announcements,1,Target,2024-09-17,12:00:00,Coordinated Universal Time,2024-09-17 12:00:00,2024-09-17,08:42:00,2024-09-17 12:42:00,2024-09-17 08:45:00,2024-09-17 12:45:00,2024-09-17 12:00:00,2024-09-17 12:45:13,,157855,Business Wire,CRM,SALESFORCE INC
1897857688.0,32307.0,NVIDIA Corporation,Sakana AI K.K. announced that it has received ¥30 billion in funding from a group of investors,83,Private Placements,3,Buyer,2024-09-17,00:00:00,                              .,2024-09-17 00:00:00,2024-09-17,06:04:00,2024-09-17 10:04:00,2024-09-17 06:24:00,2024-09-17 10:24:00,2024-09-17 00:00:00,2024-09-17 10:30:14,2024-09-19 07:00:21,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1918177823.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation Presents at Open Source Summit Europe 2024, Sep-16-2024",51,Company Conference Presentations,1,Target,2024-09-16,00:00:00,Coordinated Universal Time,2024-09-16 00:00:00,2025-01-24,23:00:00,2025-01-25 04:00:00,2025-01-24 23:03:00,2025-01-25 04:03:00,2024-09-16 00:00:00,2025-01-25 05:00:41,,117768,MULTIPLE,NVDA,NVIDIA CORP
1897778271.0,20765463.0,"Meta Platforms, Inc.","Meta Platforms, Inc. Presents at Open Source Summit Europe 2024, Sep-16-2024",51,Company Conference Presentations,1,Target,2024-09-16,08:45:00,                              .,2024-09-16 08:45:00,2024-09-16,06:00:00,2024-09-16 10:00:00,2025-01-25 03:03:00,2025-01-25 08:03:00,2024-09-16 00:00:00,2025-01-25 11:53:30,,170617,MULTIPLE,META,META PLATFORMS INC
1897778271.0,20765463.0,"Meta Platforms, Inc.","Meta Platforms, Inc. Presents at Open Source Summit Europe 2024, Sep-16-2024",51,Company Conference Presentations,1,Target,2024-09-16,08:45:00,                              .,2024-09-16 08:45:00,2024-09-16,06:00:00,2024-09-16 10:00:00,2024-09-16 06:04:00,2024-09-16 10:04:00,2024-09-16 00:00:00,2024-09-16 10:15:12,2025-01-25 11:53:29,170617,MULTIPLE,META,META PLATFORMS INC
1897796078.0,32012.0,"Netflix, Inc.","Fast Company, Fast Company Innovation Festival, Sep 16, 2024 through Sep 19, 2024",149,Conferences,8,Participant,2024-09-16,16:24:00,Coordinated Universal Time,2024-09-16 16:24:00,2024-09-16,15:55:00,2024-09-16 19:55:00,2024-09-16 15:57:00,2024-09-16 19:57:00,2024-09-16 04:00:00,2024-09-16 20:00:20,,147579,Business Wire,NFLX,NETFLIX INC
1897796121.0,32012.0,"Netflix, Inc.","Netflix, Inc. Presents at Fast Company Innovation Festival, Sep-16-2024",51,Company Conference Presentations,1,Target,2024-09-16,16:24:00,Coordinated Universal Time,2024-09-16 16:24:00,2024-09-16,16:00:00,2024-09-16 20:00:00,2024-09-16 16:03:00,2024-09-16 20:03:00,2024-09-16 00:00:00,2024-09-16 20:15:13,,147579,Business Wire,NFLX,NETFLIX INC
1918193585.0,18749.0,"Amazon.com, Inc.","Amazon.com, Inc. Presents at Open Source Summit Europe 2024, Sep-16-2024",51,Company Conference Presentations,1,Target,2024-09-16,00:00:00,Coordinated Universal Time,2024-09-16 00:00:00,2025-01-25,03:00:00,2025-01-25 08:00:00,2025-01-25 03:03:00,2025-01-25 08:03:00,2024-09-16 00:00:00,2025-01-25 11:53:30,,064768,MULTIPLE,AMZN,AMAZON.COM INC
